Date,Open,High,Low,Close,Adj Close,Volume
2021-07-05,301.8523,305.1827,299.4375,302.7606,302.7606,3316395
2021-07-06,297.8444,301.1305,295.4616,298.7406,298.7406,3237280
2021-07-07,294.1205,297.3655,291.7675,295.0055,295.0055,3144933
2021-07-08,290.6819,293.8891,288.3565,291.5566,291.5566,3039900
2021-07-09,287.5254,290.6977,285.2252,288.3906,288.3906,2922803
2021-07-12,284.6432,287.7837,282.366,285.4997,285.4997,2794333
2021-07-13,282.0232,285.1348,279.767,282.8718,282.8718,2655252
2021-07-14,279.65,282.7354,277.4128,280.4914,280.4914,2506381
2021-07-15,277.5046,280.5663,275.2846,278.3396,278.3396,2348601
2021-07-16,275.5654,278.6057,273.3609,276.3946,276.3946,2182845
2021-07-19,273.8083,276.8293,271.6179,274.6322,274.6322,2010094
2021-07-20,272.2074,275.2107,270.0298,273.0265,273.0265,1831368
2021-07-21,270.7353,273.7224,268.5695,271.55,271.55,1647726
2021-07-22,269.3638,272.3358,267.2089,270.1744,270.1744,1460252
2021-07-23,268.0645,271.0221,265.92,268.8711,268.8711,1270057
2021-07-26,266.809,269.7528,264.6746,267.6119,267.6119,1078265
2021-07-27,265.5702,268.5003,263.4456,266.3693,266.3693,1113990
2021-07-28,264.3222,267.2384,262.2076,265.1175,265.1175,1305571
2021-07-29,263.0411,265.9433,260.9368,263.8326,263.8326,1495345
2021-07-30,261.706,264.5934,259.6124,262.4935,262.4935,1682189
2021-08-02,260.2987,263.1706,258.2163,261.082,261.082,1864999
2021-08-03,258.8049,261.6603,256.7344,259.5836,259.5836,2042693
2021-08-04,257.2139,260.0518,255.1562,257.9879,257.9879,2214220
2021-08-05,255.5196,258.3387,253.4754,256.2884,256.2884,2378566
2021-08-06,253.7198,256.5191,251.6901,254.4833,254.4833,2534759
2021-08-09,251.8172,254.5955,249.8027,252.5749,252.5749,2681875
2021-08-10,249.8184,252.5747,247.8199,250.5702,250.5702,2819044
2021-08-11,247.7344,250.4677,245.7526,248.4799,248.4799,2945454
2021-08-12,245.5799,248.2894,243.6153,246.3189,246.3189,3060359
2021-08-13,243.373,246.0581,241.426,244.1053,244.1053,3163078
2021-08-16,241.1347,243.7952,239.2056,241.8603,241.8603,3253005
2021-08-17,238.8886,241.5243,236.9775,239.6074,239.6074,3329606
2021-08-18,236.66,239.2711,234.7667,237.3721,237.3721,3392430
2021-08-19,234.4754,237.0624,232.5996,235.181,235.181,3441104
2021-08-20,232.3621,234.9258,230.5032,233.0613,233.0613,3475341
2021-08-23,230.3474,232.8888,228.5046,231.0405,231.0405,3494938
2021-08-24,228.4582,230.9788,226.6305,229.1456,229.1456,3499779
2021-08-25,226.7206,229.2221,224.9069,227.4028,227.4028,3489836
2021-08-26,225.1595,227.6437,223.3582,225.837,225.837,3465168
2021-08-27,223.798,226.2671,222.0076,224.4714,224.4714,3425920
2021-08-30,222.6573,225.1139,220.876,223.3273,223.3273,3372325
2021-08-31,221.7567,224.2033,219.9826,222.4239,222.4239,3304699
2021-09-01,221.1128,223.5524,219.3439,221.7782,221.7782,3223442
2021-09-02,220.7402,223.1757,218.9743,221.4044,221.4044,3129036
2021-09-03,220.6506,223.085,218.8854,221.3145,221.3145,3022038
2021-09-06,220.853,223.2897,219.0862,221.5176,221.5176,2903081
2021-09-07,221.354,223.7962,219.5832,222.0201,222.0201,2772868
2021-09-08,222.1571,224.6082,220.3799,222.8256,222.8256,2632171
2021-09-09,223.2631,225.7264,221.477,223.9349,223.9349,2481821
2021-09-10,224.67,227.1488,222.8726,225.346,225.346,2322706
2021-09-13,226.3726,228.8702,224.5616,227.0538,227.0538,2155769
2021-09-14,228.3631,230.8826,226.5362,229.0502,229.0502,1981996
2021-09-15,230.6304,233.175,228.7854,231.3244,231.3244,1802416
2021-09-16,233.1608,235.7332,231.2955,233.8623,233.8623,1618090
2021-09-17,235.9372,238.5403,234.0497,236.6471,236.6471,1430108
2021-09-20,238.94,241.5763,237.0285,239.659,239.659,1239583
2021-09-21,242.1469,244.8185,240.2097,242.8755,242.8755,1047641
2021-09-22,245.5327,248.2416,243.5684,246.2715,246.2715,1144582
2021-09-23,249.0702,251.8182,247.0776,249.8196,249.8196,1335951
2021-09-24,252.7302,255.5186,250.7084,253.4907,253.4907,1525333
2021-09-27,256.4821,259.3119,254.4303,257.2539,257.2539,1711609
2021-09-28,260.2941,263.1659,258.2117,261.0773,261.0773,1893675
2021-09-29,264.134,267.0482,262.021,264.9288,264.9288,2070456
2021-09-30,267.97,270.9265,265.8262,268.7763,268.7763,2240906
2021-10-01,271.7709,274.7693,269.5967,272.5886,272.5886,2404017
2021-10-04,275.5073,278.547,273.3033,276.3363,276.3363,2558825
2021-10-05,279.1522,282.2321,276.919,279.9922,279.9922,2704413
2021-10-06,282.6815,285.8004,280.4201,283.5321,283.5321,2839921
2021-10-07,286.0749,289.2312,283.7863,286.9357,286.9357,2964547
2021-10-08,289.3161,292.5081,287.0015,290.1866,290.1866,3077554
2021-10-11,292.3937,295.6197,290.0545,293.2735,293.2735,3178274
2021-10-12,295.3013,298.5594,292.9389,296.1899,296.1899,3266112
2021-10-13,298.0376,301.3259,295.6533,298.9344,298.9344,3340547
2021-10-14,300.6067,303.9233,298.2018,301.5112,301.5112,3401139
2021-10-15,303.0175,306.3607,300.5934,303.9293,303.9293,3447530
2021-10-18,305.2841,308.6523,302.8418,306.2027,306.2027,3479447
2021-10-19,307.4247,310.8165,304.9653,308.3497,308.3497,3496699
2021-10-20,309.4615,312.8759,306.9858,310.3927,310.3927,3499185
2021-10-21,311.4202,314.8561,308.9288,312.3573,312.3573,3486890
2021-10-22,313.3287,316.7857,310.8221,314.2715,314.2715,3459887
2021-10-25,315.217,318.6948,312.6953,316.1655,316.1655,3418336
2021-10-26,317.116,320.6148,314.5791,318.0702,318.0702,3362482
2021-10-27,319.0568,322.577,316.5044,320.0169,320.0169,3292656
2021-10-28,321.0703,324.6127,318.5017,322.0364,322.0364,3209271
2021-10-29,323.1857,326.7514,320.6002,324.1582,324.1582,3112819
2021-11-01,325.4307,329.0212,322.8272,326.4099,326.4099,3003872
2021-11-02,327.83,331.447,325.2074,328.8165,328.8165,2883073
2021-11-03,330.4055,334.0509,327.7623,331.3997,331.3997,2751137
2021-11-04,333.175,336.8509,330.5096,334.1775,334.1775,2608845
2021-11-05,336.1522,339.861,333.4629,337.1637,337.1637,2457037
2021-11-08,339.346,343.09,336.6312,340.3671,340.3671,2296613
2021-11-09,342.7604,346.5421,340.0183,343.7917,343.7917,2128519
2021-11-10,346.3937,350.2155,343.6225,347.436,347.436,1953752
2021-11-11,350.2387,354.103,347.4368,351.2926,351.2926,1773344
2021-11-12,354.2824,358.1912,351.4481,355.3484,355.3484,1588362
2021-11-15,358.5054,362.4609,355.6374,359.5842,359.5842,1399900
2021-11-16,362.8828,366.8865,359.9797,363.9747,363.9747,1209073
2021-11-17,367.3833,371.4367,364.4442,368.4888,368.4888,1017010
2021-11-18,371.9702,376.0742,368.9944,373.0895,373.0895,1175153
2021-11-19,376.6013,380.7564,373.5885,377.7345,377.7345,1366281
2021-11-22,381.2297,385.4358,378.1798,382.3768,382.3768,1555243
2021-11-23,385.8041,390.0607,382.7177,386.965,386.965,1740921
2021-11-24,390.2701,394.576,387.148,391.4445,391.4445,1922217
2021-11-25,394.571,398.9243,391.4144,395.7582,395.7582,2098059
2021-11-26,398.6487,403.0471,395.4596,399.8483,399.8483,2267406
2021-11-29,402.4457,406.8859,399.2261,403.6566,403.6566,2429258
2021-11-30,405.9055,410.3839,402.6582,407.1269,407.1269,2582657
2021-12-01,408.975,413.4872,405.7032,410.2056,410.2056,2726695
2021-12-02,411.6052,416.1465,408.3124,412.8438,412.8438,2860522
2021-12-03,413.7532,418.3182,410.4432,414.9982,414.9982,2983345
2021-12-06,415.383,419.966,412.06,416.6329,416.6329,3094438
2021-12-07,416.4669,421.0618,413.1351,417.72,417.72,3193143
2021-12-08,416.9861,421.5867,413.6502,418.2408,418.2408,3278879
2021-12-09,416.9316,421.5316,413.5961,418.1861,418.1861,3351136
2021-12-10,416.3044,420.8975,412.974,417.5571,417.5571,3409488
2021-12-13,415.1156,419.6956,411.7946,416.3647,416.3647,3453590
2021-12-14,413.3857,417.9467,410.0786,414.6296,414.6296,3483180
2021-12-15,411.1446,415.6808,407.8555,412.3818,412.3818,3498085
2021-12-16,408.4301,412.9363,405.1626,409.659,409.659,3498215
2021-12-17,405.2869,409.7585,402.0446,406.5064,406.5064,3483570
2021-12-20,401.7657,406.1984,398.5516,402.9746,402.9746,3454237
2021-12-21,397.9212,402.3115,394.7378,399.1186,399.1186,3410389
2021-12-22,393.811,398.1559,390.6605,394.996,394.996,3352285
2021-12-23,389.4939,393.7912,386.3779,390.6659,390.6659,3280269
2021-12-24,385.0286,389.2767,381.9484,386.1872,386.1872,3194767
2021-12-27,380.4724,384.6702,377.4287,381.6173,381.6173,3096285
2021-12-28,375.8799,380.027,372.8729,377.0109,377.0109,2985405
2021-12-29,371.3019,375.3986,368.3315,372.4192,372.4192,2862782
2021-12-30,366.785,370.8317,363.8507,367.8886,367.8886,2729143
2021-12-31,362.3702,366.3682,359.4712,363.4606,363.4606,2585277
2022-01-03,358.0931,362.044,355.2284,359.1706,359.1706,2432035
2022-01-04,353.9833,357.8888,351.1514,355.0484,355.0484,2270324
2022-01-05,350.0641,353.9264,347.2636,351.1174,351.1174,2101100
2022-01-06,346.3526,350.1739,343.5818,347.3948,347.3948,1925364
2022-01-07,342.8597,346.6426,340.1169,343.8914,343.8914,1744155
2022-01-10,339.5906,343.3373,336.8738,340.6124,340.6124,1558545
2022-01-11,336.5442,340.2573,333.8519,337.5569,337.5569,1369631
2022-01-12,333.7146,337.3965,331.0448,334.7187,334.7187,1178532
2022-01-13,331.0903,334.7433,328.4416,332.0866,332.0866,1013623
2022-01-14,328.6557,332.2818,326.0264,329.6446,329.6446,1205698
2022-01-17,326.3907,329.9918,323.7796,327.3728,327.3728,1396556
2022-01-18,324.2719,327.8496,321.6777,325.2476,325.2476,1585069
2022-01-19,322.2726,325.8283,319.6944,323.2423,323.2423,1770122
2022-01-20,320.3641,323.8987,317.8012,321.3281,321.3281,1950620
2022-01-21,318.5157,322.0299,315.9676,319.4741,319.4741,2125496
2022-01-24,316.696,320.1901,314.1624,317.6489,317.6489,2293716
2022-01-25,314.8731,318.3471,312.3541,315.8205,315.8205,2454284
2022-01-26,313.0158,316.4693,310.5117,313.9577,313.9577,2606251
2022-01-27,311.0943,314.5266,308.6055,312.0304,312.0304,2748718
2022-01-28,309.0808,312.4909,306.6081,310.0108,310.0108,2880843
2022-01-31,306.9503,310.3369,304.4947,307.8739,307.8739,3001845
2022-02-01,304.6814,308.0429,302.2439,305.5982,305.5982,3111006
2022-02-02,302.2568,305.5916,299.8387,303.1663,303.1663,3207683
2022-02-03,299.664,302.9702,297.2667,300.5657,300.5657,3291303
2022-02-04,296.8953,300.1709,294.5201,297.7886,297.7886,3361372
2022-02-07,293.9484,297.1916,291.5968,294.8329,294.8329,3417475
2022-02-08,290.8265,294.0352,288.4999,291.7016,291.7016,3459281
2022-02-09,287.538,290.7104,285.2377,288.4032,288.4032,3486541
2022-02-10,284.0963,287.2308,281.8235,284.9512,284.9512,3499096
2022-02-11,280.5198,283.6148,278.2756,281.3639,281.3639,3496870
2022-02-14,276.8309,279.8852,274.6163,277.6639,277.6639,3479878
2022-02-15,273.0559,276.0685,270.8714,273.8775,273.8775,3448218
2022-02-16,269.2237,272.1941,267.0699,270.0338,270.0338,3402080
2022-02-17,265.3657,268.2935,263.2428,266.1642,266.1642,3341735
2022-02-18,261.5147,264.4,259.4226,262.3016,262.3016,3267540
2022-02-21,257.7041,260.5474,255.6425,258.4795,258.4795,3179935
2022-02-22,253.9673,256.7693,251.9355,254.7315,254.7315,3079436
2022-02-23,250.3369,253.0989,248.3343,251.0902,251.0902,2966640
2022-02-24,246.8445,249.5679,244.8697,247.5872,247.5872,2842212
2022-02-25,243.5195,246.2062,241.5713,244.2522,244.2522,2706889
2022-02-28,240.3892,243.0414,238.4661,241.1125,241.1125,2561471
2022-03-01,237.4785,240.0986,235.5786,238.1931,238.1931,2406819
2022-03-02,234.8092,237.3999,232.9307,235.5157,235.5157,2243845
2022-03-03,232.4003,234.9644,230.5411,233.0996,233.0996,2073516
2022-03-04,230.2676,232.8082,228.4255,230.9605,230.9605,1896837
2022-03-07,228.4239,230.9441,226.5965,229.1112,229.1112,1714855
2022-03-08,226.8786,229.3818,225.0636,227.5613,227.5613,1528644
2022-03-09,225.6382,228.1277,223.8331,226.3172,226.3172,1339307
2022-03-10,224.7061,227.1853,222.9084,225.3822,225.3822,1147964
2022-03-11,224.0826,226.555,222.29,224.7569,224.7569,1044254
2022-03-14,223.7653,226.2341,221.9752,224.4386,224.4386,1236211
2022-03-15,223.7486,226.2173,221.9587,224.4219,224.4219,1426772
2022-03-16,224.0246,226.4963,222.2324,224.6987,224.6987,1614808
2022-03-17,224.5823,227.0601,222.7856,225.258,225.258,1799208
2022-03-18,225.4083,227.8953,223.605,226.0866,226.0866,1978881
2022-03-21,226.4869,228.9857,224.675,227.1684,227.1684,2152765
2022-03-22,227.7997,230.313,225.9773,228.4852,228.4852,2319831
2022-03-23,229.3265,231.8567,227.4919,230.0166,230.0166,2479091
2022-03-24,231.045,233.5941,229.1966,231.7402,231.7402,2629604
2022-03-25,232.9311,235.501,231.0676,233.632,233.632,2770479
2022-03-28,234.9594,237.5517,233.0797,235.6664,235.6664,2900882
2022-03-29,237.1035,239.7194,235.2066,237.8169,237.8169,3020044
2022-03-30,239.3361,241.9768,237.4215,240.0563,240.0563,3127258
2022-03-31,241.6302,244.2961,239.6971,242.3572,242.3572,3221892
2022-04-01,243.9586,246.6502,242.0069,244.6927,244.6927,3303384
2022-04-04,246.2954,249.0128,244.325,247.0365,247.0365,3371254
2022-04-05,248.6159,251.3589,246.627,249.364,249.364,3425099
2022-04-06,250.8976,253.6658,248.8904,251.6525,251.6525,3464602
2022-04-07,253.1204,255.9131,251.0954,253.8821,253.8821,3489529
2022-04-08,255.2675,258.0839,253.2253,256.0356,256.0356,3499732
2022-04-11,257.3254,260.1645,255.2668,258.0997,258.0997,3495151
2022-04-12,259.2849,262.1456,257.2106,260.0651,260.0651,3475813
2022-04-13,261.1405,264.0217,259.0514,261.9263,261.9263,3441832
2022-04-14,262.8916,265.7921,260.7884,263.6826,263.6826,3393410
2022-04-15,264.5416,267.4603,262.4252,265.3376,265.3376,3330833
2022-04-18,266.0985,269.0344,263.9697,266.8992,266.8992,3254470
2022-04-19,267.5744,270.5266,265.4338,268.3795,268.3795,3164774
2022-04-20,268.9853,271.9531,266.8334,269.7947,269.7947,3062275
2022-04-21,270.3507,273.3335,268.1879,271.1642,271.1642,2947580
2022-04-22,271.6931,274.6907,269.5195,272.5106,272.5106,2821366
2022-04-25,273.0373,276.0498,270.853,273.8589,273.8589,2684379
2022-04-26,274.4102,277.4378,272.215,275.236,275.236,2537431
2022-04-27,275.84,278.8833,273.6332,276.67,276.67,2381390
2022-04-28,277.3552,280.4153,275.1364,278.1898,278.1898,2217180
2022-04-29,278.9847,282.0628,276.7529,279.8242,279.8242,2045770
2022-05-02,280.7568,283.8544,278.5108,281.6016,281.6016,1868176
2022-05-03,282.6985,285.8175,280.4369,283.5491,283.5491,1685447
2022-05-04,284.8352,287.9778,282.5565,285.6923,285.6923,1498664
2022-05-05,287.1902,290.3588,284.8927,288.0543,288.0543,1308932
2022-05-06,289.784,292.9812,287.4657,290.656,290.656,1117373
2022-05-09,292.6342,295.8628,290.2931,293.5147,293.5147,1074879
2022-05-10,295.7547,299.0178,293.3886,296.6446,296.6446,1266690
2022-05-11,299.1555,302.4561,296.7623,300.0557,300.0557,1456923
2022-05-12,302.8426,306.1839,300.4198,303.7538,303.7538,1644454
2022-05-13,306.8171,310.2022,304.3625,307.7403,307.7403,1828173
2022-05-16,311.0753,314.5074,308.5867,312.0113,312.0113,2006994
2022-05-17,315.6085,319.0906,313.0836,316.5582,316.5582,2179860
2022-05-18,320.4025,323.9375,317.8393,321.3666,321.3666,2345748
2022-05-19,325.4376,329.0282,322.8341,326.4169,326.4169,2503677
2022-05-20,330.6887,334.3372,328.0431,331.6837,331.6837,2652712
2022-05-23,336.1249,339.8334,333.4359,337.1363,337.1363,2791973
2022-05-24,341.7102,345.4803,338.9765,342.7384,342.7384,2920636
2022-05-25,347.4033,351.2362,344.6241,348.4487,348.4487,3037940
2022-05-26,353.1584,357.0549,350.3332,354.2211,354.2211,3143191
2022-05-27,358.9255,362.8856,356.0541,360.0056,360.0056,3235766
2022-05-30,364.6514,368.6746,361.7342,365.7487,365.7487,3315119
2022-05-31,370.2803,374.3657,367.3181,371.3945,371.3945,3380779
2022-06-01,375.7553,379.901,372.7492,376.8859,376.8859,3432359
2022-06-02,381.0191,385.2229,377.971,382.1656,382.1656,3469554
2022-06-03,386.0159,390.2748,382.9277,387.1774,387.1774,3492143
2022-06-06,390.6921,395.0026,387.5666,391.8677,391.8677,3499992
2022-06-07,394.9982,399.3563,391.8382,396.1868,396.1868,3493057
2022-06-08,398.8899,403.2909,395.6988,400.0902,400.0902,3471376
2022-06-09,402.3293,406.7682,399.1106,403.5399,403.5399,3435079
2022-06-10,405.286,409.7575,402.0437,406.5055,406.5055,3384381
2022-06-13,407.738,412.2367,404.4761,408.9649,408.9649,3319581
2022-06-14,409.6725,414.1925,406.3951,410.9052,410.9052,3241062
2022-06-15,411.0857,415.6213,407.797,412.3227,412.3227,3149289
2022-06-16,411.9835,416.5289,408.6876,413.2232,413.2232,3044805
2022-06-17,412.3806,416.9304,409.0816,413.6215,413.6215,2928227
2022-06-20,412.3005,416.8495,409.0021,413.5412,413.5412,2800245
2022-06-21,411.7745,416.3176,408.4803,413.0135,413.0135,2661616
2022-06-22,410.8403,415.3732,407.5536,412.0766,412.0766,2513160
2022-06-23,409.5416,414.0601,406.2653,410.7739,410.7739,2355755
2022-06-24,407.926,412.4267,404.6626,409.1534,409.1534,2190331
2022-06-27,406.044,410.5239,402.7956,407.2658,407.2658,2017868
2022-06-28,403.9476,408.4044,400.716,405.1631,405.1631,1839384
2022-06-29,401.689,406.1209,398.4755,402.8977,402.8977,1655937
2022-06-30,399.3191,403.7248,396.1246,400.5207,400.5207,1468610
2022-07-01,396.8866,401.2655,393.7115,398.0808,398.0808,1278511
2022-07-04,394.4367,398.7886,391.2812,395.6236,395.6236,1086765
2022-07-05,392.0106,396.3357,388.8746,393.1902,393.1902,1105493
2022-07-06,389.6445,393.9435,386.5274,390.817,390.817,1297128
2022-07-07,387.369,391.6429,384.2701,388.5346,388.5346,1487006
2022-07-08,385.2089,389.459,382.1273,386.368,386.368,1674003
2022-07-11,383.1829,387.4106,380.1175,384.3359,384.3359,1857014
2022-07-12,381.3033,385.5102,378.2529,382.4506,382.4506,2034957
2022-07-13,379.576,383.7639,376.5394,380.7181,380.7181,2206779
2022-07-14,378.0007,382.1712,374.9767,379.1381,379.1381,2371463
2022-07-15,376.5712,380.7259,373.5586,377.7043,377.7043,2528036
2022-07-18,375.2752,379.4156,372.273,376.4044,376.4044,2675572
2022-07-19,374.0952,378.2226,371.1024,375.2208,375.2208,2813199
2022-07-20,373.0087,377.1241,370.0246,374.1311,374.1311,2940101
2022-07-21,371.9887,376.0929,369.0128,373.1081,373.1081,3055530
2022-07-22,371.0047,375.098,368.0366,372.121,372.121,3158801
2022-07-25,370.0227,374.1052,367.0625,371.1361,371.1361,3249305
2022-07-26,369.0068,373.0781,366.0548,370.1172,370.1172,3326506
2022-07-27,367.9197,371.979,364.9763,369.0268,369.0268,3389948
2022-07-28,366.7235,370.7696,363.7897,367.827,367.827,3439254
2022-07-29,365.381,369.4123,362.4579,366.4804,366.4804,3474135
2022-08-01,363.8566,367.871,360.9457,364.9514,364.9514,3494382
2022-08-02,362.1171,366.1124,359.2202,363.2068,363.2068,3499878
2022-08-03,360.1333,364.1066,357.2522,361.2169,361.2169,3490588
2022-08-04,357.88,361.8285,355.0169,358.9568,358.9568,3466568
2022-08-05,355.3376,359.2581,352.4949,356.4068,356.4068,3427961
2022-08-08,352.4925,356.3816,349.6725,353.5531,353.5531,3374994
2022-08-09,349.3376,353.1918,346.5429,350.3887,350.3887,3307981
2022-08-10,345.8726,349.6886,343.1056,346.9133,346.9133,3227318
2022-08-11,342.1042,345.8786,339.3673,343.1336,343.1336,3133481
2022-08-12,338.046,341.7757,335.3416,339.0632,339.0632,3027027
2022-08-15,333.7181,337.4001,331.0484,334.7223,334.7223,2908585
2022-08-16,329.1469,332.7784,326.5137,330.1373,330.1373,2778855
2022-08-17,324.3637,327.9425,321.7688,325.3397,325.3397,2638604
2022-08-18,319.4048,322.9288,316.8496,320.3659,320.3659,2488662
2022-08-19,314.3098,317.7776,311.7953,315.2556,315.2556,2329916
2022-08-22,309.121,312.5316,306.648,310.0512,310.0512,2163304
2022-08-23,303.8821,307.2349,301.4511,304.7965,304.7965,1989812
2022-08-24,298.6375,301.9324,296.2484,299.5361,299.5361,1810467
2022-08-25,293.431,296.6685,291.0836,294.3139,294.3139,1626328
2022-08-26,288.3051,291.486,285.9986,289.1726,289.1726,1438484
2022-08-29,283.3,286.4257,281.0336,284.1525,284.1525,1248048
2022-08-30,278.4535,281.5257,276.2259,279.2914,279.2914,1056144
2022-08-31,273.7997,276.8206,271.6093,274.6236,274.6236,1136091
2022-09-01,269.3692,272.3412,267.2143,270.1798,270.1798,1327521
2022-09-02,265.1885,268.1144,263.067,265.9865,265.9865,1517015
2022-09-05,261.28,264.1627,259.1897,262.0662,262.0662,1703451
2022-09-06,257.6618,260.5046,255.6005,258.4371,258.4371,1885727
2022-09-07,254.3478,257.154,252.313,255.1131,255.1131,2062764
2022-09-08,251.3478,254.1209,249.337,252.1041,252.1041,2233516
2022-09-09,248.6676,251.4112,246.6783,249.4159,249.4159,2396972
2022-09-12,246.3092,249.0267,244.3387,247.0503,247.0503,2552167
2022-09-13,244.2708,246.9659,242.3166,245.0058,245.0058,2698181
2022-09-14,242.5472,245.2233,240.6069,243.2771,243.2771,2834152
2022-09-15,241.1302,243.7906,239.2011,241.8557,241.8557,2959276
2022-09-16,240.0081,242.6561,238.088,240.7303,240.7303,3072811
2022-09-19,239.1668,241.8055,237.2534,239.8864,239.8864,3174088
2022-09-20,238.5894,241.2218,236.6807,239.3073,239.3073,3262507
2022-09-21,238.2568,240.8855,236.3507,238.9737,238.9737,3337544
2022-09-22,238.1478,240.7753,236.2426,238.8644,238.8644,3398757
2022-09-23,238.2393,240.8678,236.3334,238.9561,238.9561,3445783
2022-09-26,238.5068,241.1383,236.5987,239.2245,239.2245,3478344
2022-09-27,238.9247,241.5608,237.0133,239.6436,239.6436,3496247
2022-09-28,239.4666,242.1087,237.5509,240.1872,240.1872,3499387
2022-09-29,240.1058,242.7549,238.185,240.8283,240.8283,3487745
2022-09-30,240.8157,243.4726,238.8892,241.5403,241.5403,3461390
2022-10-03,241.5703,244.2356,239.6377,242.2972,242.2972,3420478
2022-10-04,242.3447,245.0186,240.406,243.074,243.074,3365250
2022-10-05,243.1159,245.7982,241.1709,243.8474,243.8474,3296034
2022-10-06,243.8626,246.5531,241.9117,244.5963,244.5963,3213239
2022-10-07,244.5664,247.2647,242.6099,245.3023,245.3023,3117353
2022-10-10,245.212,247.9175,243.2503,245.9499,245.9499,3008945
2022-10-11,245.7875,248.4993,243.8212,246.5271,246.5271,2888656
2022-10-12,246.2848,249.0021,244.3145,247.0259,247.0259,2757197
2022-10-13,246.6997,249.4215,244.7261,247.442,247.442,2615346
2022-10-14,247.0321,249.7577,245.0559,247.7755,247.7755,2463940
2022-10-17,247.2863,250.0147,245.308,248.0304,248.0304,2303877
2022-10-18,247.4703,250.2007,245.4906,248.215,248.215,2136102
2022-10-19,247.5962,250.3279,245.6154,248.3412,248.3412,1961608
2022-10-20,247.6794,250.4121,245.698,248.4247,248.4247,1781427
2022-10-21,247.7387,250.472,245.7568,248.4841,248.4841,1596625
2022-10-24,247.7955,250.5294,245.8131,248.5411,248.5411,1408293
2022-10-25,247.8734,250.6083,245.8905,248.6193,248.6193,1217547
2022-10-26,247.998,250.7342,246.014,248.7442,248.7442,1025515
2022-10-27,248.1958,250.9341,246.2102,248.9426,248.9426,1166668
2022-10-28,248.4939,251.2356,246.506,249.2417,249.2417,1357866
2022-10-31,248.9199,251.6662,246.9285,249.6689,249.6689,1546947
2022-11-01,249.5006,252.2534,247.5046,250.2514,250.2514,1732794
2022-11-02,250.2622,253.0234,248.2601,251.0153,251.0153,1914306
2022-11-03,251.2297,254.0015,249.2198,251.9856,251.9856,2090411
2022-11-04,252.4261,255.2112,250.4067,253.1857,253.1857,2260068
2022-11-07,253.8728,256.6738,251.8418,254.6367,254.6367,2422271
2022-11-08,255.5884,258.4083,253.5437,256.3575,256.3575,2576064
2022-11-09,257.5893,260.4313,255.5285,258.3644,258.3644,2720535
2022-11-10,259.8885,262.7559,257.8094,260.6705,260.6705,2854830
2022-11-11,262.4962,265.3923,260.3962,263.286,263.286,2978155
2022-11-14,265.4188,268.3471,263.2954,266.2174,266.2174,3089782
2022-11-15,268.6591,271.6232,266.5098,269.4675,269.4675,3189048
2022-11-16,272.216,275.2194,270.0383,273.0351,273.0351,3275368
2022-11-17,276.0843,279.1304,273.8757,276.9151,276.9151,3348231
2022-11-18,280.2544,283.3464,278.0123,281.0976,281.0976,3407206
2022-11-21,284.712,287.8533,282.4343,285.5687,285.5687,3451944
2022-11-22,289.4386,292.632,287.1231,290.3095,290.3095,3482181
2022-11-23,294.4109,297.6591,292.0556,295.2968,295.2968,3497738
2022-11-24,299.6009,302.9065,297.2041,300.5025,300.5025,3498522
2022-11-25,304.9765,308.3414,302.5367,305.8942,305.8942,3484529
2022-11-28,310.5012,313.927,308.0172,311.4355,311.4355,3455843
2022-11-29,316.1347,319.6226,313.6056,317.0859,317.0859,3412632
2022-11-30,321.8335,325.3844,319.2589,322.8019,322.8019,3355152
2022-12-01,327.5516,331.1656,324.9312,328.5373,328.5373,3283743
2022-12-02,333.2411,336.9178,330.5752,334.2439,334.2439,3198827
2022-12-05,338.8532,342.5918,336.1424,339.8728,339.8728,3100907
2022-12-06,344.3392,348.1383,341.5844,345.3753,345.3753,2990562
2022-12-07,349.6516,353.5093,346.8544,350.7037,350.7037,2868444
2022-12-08,354.7454,358.6594,351.9075,355.8129,355.8129,2735276
2022-12-09,359.5791,363.5463,356.7024,360.661,360.661,2591845
2022-12-12,364.1155,368.1328,361.2025,365.2111,365.2111,2438999
2022-12-13,368.3232,372.387,365.3766,369.4315,369.4315,2277642
2022-12-14,372.1773,376.2836,369.1999,373.2972,373.2972,2108730
2022-12-15,375.6598,379.8045,372.6545,376.7901,376.7901,1933260
2022-12-16,378.7602,382.9391,375.7301,379.8999,379.8999,1752270
2022-12-19,381.476,385.6849,378.4242,382.6239,382.6239,1566832
2022-12-20,383.8124,388.0471,380.7419,384.9673,384.9673,1378041
2022-12-21,385.782,390.0383,382.6957,386.9428,386.9428,1187014
2022-12-22,387.4043,391.6786,384.3051,388.57,388.57,1005118
2022-12-23,388.7054,392.994,385.5958,389.875,389.875,1197220
2022-12-26,389.7166,394.0164,386.5989,390.8893,390.8893,1388156
2022-12-27,390.4737,394.7818,387.3499,391.6487,391.6487,1576797
2022-12-28,391.0157,395.3298,387.8876,392.1923,392.1923,1762026
2022-12-29,391.3839,395.7021,388.2529,392.5616,392.5616,1942748
2022-12-30,391.6205,395.9413,388.4875,392.7989,392.7989,2117895
2023-01-02,391.7675,396.0899,388.6333,392.9463,392.9463,2286430
2023-01-03,391.8657,396.1892,388.7308,393.0448,393.0448,2447357
